1247215	1009.44	+
1252889	118.035	+
1254720	33.3738	+
1257874	444.479	+
1258800	1081.89	+
1263769	34.1867	+
1266870	22259.1	+
1268498	2165.41	+
1269890	103.381	+
1269912	225.495	+
1272526	159.553	+
1278558	28.489	+
1291673	1098.98	+
1291803	61.0499	+
1292195	2667.69	+
1294595	243.401	+
1301925	406.221	+
1301937	348.415	+
1302007	54.5392	+
1302500	42.3307	+
1304672	2107.63	+
1304678	1064.8	+
1309064	70.8196	+
1315147	26.8631	+
1319251	28.489	+
1321666	292.243	+
1324222	55.3521	+
1336743	184.783	+
1343509	4253.52	+
1357073	217.351	+
1371279	52.1004	+
1372339	29.3019	+
1375966	2214.26	+
1386307	81.4023	+
1386782	58.6111	+
1389184	33.3738	+
1392229	34.9997	+
1397427	53.7262	+
1397512	46.3952	+
1398453	1479.16	+
1401700	88.7333	+
1402503	108.265	+
1402942	80.5894	+
1402950	44.7694	+
1406997	76.5174	+
1407004	74.0787	+
1411841	33.3738	+
1415692	131.064	+
1423003	3928.69	+
1423140	1095.73	+
1423343	362.257	+
1423354	43.1436	+
1423479	113.143	+
1425008	27.676	+
1428782	135.949	+
1431115	6690.84	+
1440332	2279.39	+
1442538	9637.76	+
1442902	28.489	+
1442938	1747.8	+
1443306	14629.7	+
1450093	153.042	+
1451780	124.546	+
1452972	34.1867	+
1457963	163.625	+
1462249	74.8916	+
1469343	113.963	+
1469349	26.8631	+
1470328	78.9635	+
1480063	74.0787	+
1480085	100.129	+
1483322	291.437	+
1485272	26.8631	+
1486089	175.02	+
1487459	380.976	+
1487512	161.992	+
1487526	83.0281	+
1490214	127.798	+
1491757	31.748	+
1491967	41.5104	+
1492509	589.363	+
1493203	136.762	+
1494759	312.603	+
1494784	44.7694	+
1494793	76.5174	+
1500207	310.149	+
1502287	43.9565	+
1502781	122.92	+
1505157	39.0716	+
1506232	25.2299	+
1506288	34.1867	+
1507360	110.712	+
1509067	170.136	+
1510305	57.7982	+
1513302	460.752	+
1515188	54.5392	+
1520912	61.0498	+
1523958	115.589	+
1529267	32.5609	+
1529706	31.748	+
1529729	94.4311	+
1529735	100.129	+
1531017	323.185	+
1532753	56.165	+
1534631	1059.92	+
1534738	8553.43	+
1536689	454.242	+
1536698	444.479	+
1538016	146.531	+
1538547	1589.88	+
1539456	106.64	+
1541253	992.347	+
1545006	7089.74	+
1545515	42.3307	+
1545521	43.1436	+
1548452	1926.08	+
1549356	76.5174	+
1552882	38.2587	+
1555919	680.55	+
1556052	34.9997	+
1556600	39.8845	+
1556607	37.4458	+
1563334	41.5104	+
1564861	117.222	+
1565199	3819.62	+
1565870	39.0716	+
1566409	5411.12	+
1572588	381.796	+
1583026	50.4672	+
1588422	3769.95	+
1592725	84.6539	+
1593851	956.526	+
1594724	56.165	+
1604415	48.8414	+
1605959	137.575	+
1610768	99.316	+
1620456	144.085	+
1626269	335.394	+
1628247	115.596	+
1630807	26.0502	+
1634129	612.989	+
1634209	3310.01	+
1635202	651.248	+
1636299	188.049	+
1639346	218.984	+
1641859	91.9849	+
1641867	35.8126	+
1641876	121.294	+
1642303	117.222	+
1643003	62.6831	+
1643010	769.29	+
1643621	2328.21	+
1644303	647.996	+
1645202	51.2801	+
1646107	2719.79	+
1650166	160.365	+
1650174	27.676	+
1659394	27.676	+
1664953	65.1218	+
1665472	253.171	+
1672566	186.409	+
1676818	46.3952	+
1680092	1733.15	+
1680111	3031.58	+
1682820	103.381	+
1684733	221.423	+
1690130	100.121	+
1693536	25.2299	+
1694668	32.5609	+
1695260	48.0285	+
1696858	512.86	+
1697598	63.496	+
1697609	70.8196	+
1699296	126.172	+
1699303	39.0716	+
1702765	30.1148	+
1704530	19348.1	+
1712417	365.516	+
1719319	241.775	+
1719332	56.9779	+
1721124	110.704	+
1722112	225.495	+
1722502	456.688	+
1730240	67.5606	+
1733188	100.129	+
1733320	93.6108	+
1733330	615.428	+
1733341	32.5609	+
1739850	275.149	+
1740881	108.258	+
1740895	41.5104	+
1741598	179.898	+
1745014	368.767	+
1747546	932.922	+
1749116	638.226	+
1751635	28.489	+
1754167	26.8631	+
1755846	37.4458	+
1759621	165.251	+
1762852	41.5104	+
1765648	79.769	+
1768380	74.0712	+
1771267	57.7982	+
1773963	1523.93	+
1774676	50.4672	+
1776482	365.509	+
1782009	47.2155	+
1786445	51.2801	+
1790421	416.803	+
1790610	54.5392	+
1792317	29.3019	+
1792697	74.8916	+
1793494	2535.01	+
1794836	25.2299	+
1794988	242.588	+
1797708	4546.58	+
1799499	26.0502	+
1803684	713.923	+
1803719	405.4	+
1803797	1659.07	+
1808165	26.0502	+
1814006	31.748	+
1814028	166.884	+
1815061	334.581	+
1815935	118.035	+
1821794	31.748	+
1828445	25.2299	+
1831627	770.103	+
1835947	221.423	+
1837633	892.218	+
1840175	175.833	+
1840183	49.6543	+
1844197	30.9277	+
1845856	901.167	+
1846571	37.4458	+
1847684	85.4742	+
1848095	477.04	+
1849049	90.3591	+
1849571	67.5606	+
1850471	599.14	+
1850503	893.83	+
1851345	29.3019	+
1857655	42.3307	+
1857707	31.748	+
1864204	84.6613	+
1870808	2258.23	+
1870814	29.3019	+
1874178	4240.46	+
1876959	51126.9	+
1891935	206.768	+
1895422	50.4672	+
1898234	1884.57	+
1898244	446.106	+
1901996	1220.27	+
1902008	27.676	+
1911195	96.8698	+
1917259	1110.37	+
1918167	26.0502	+
1919625	543.788	+
1921831	129.431	+
1923470	86.2872	+
1923694	1818.62	+
1928187	32.5609	+
1937687	292.25	+
1937697	33.3738	+
1938501	37.4458	+
1942091	44.7694	+
1945909	3479.34	+
1950985	1474.28	+
1955464	158.74	+
1955473	945.937	+
1956586	1307.4	+
1968167	41.5104	+
1979737	575.543	+
1981902	63.496	+
1982564	398.069	+
1983207	91.1721	+
1983929	1803.98	+
1985425	43.1436	+
1986625	744.053	+
1995226	38.2587	+
1995718	34.1867	+
1995850	30.1148	+
1996170	70.8196	+
1996176	32.5609	+
1998726	26.8631	+
2027032	313.408	+
2027874	56.165	+
2040487	413.544	+
2044466	103.381	+
2055502	170.136	+
2055901	31.748	+
2056508	48.0285	+
2056542	63.496	+
2058871	74.0787	+
2059014	46.3952	+
2061285	315.854	+
2062714	65.9347	+
2068086	537.27	+
2072571	3169.99	+
2076486	25.2299	+
2077723	38.2587	+
2085446	1510.09	+
2085458	3070.66	+
2086367	691.132	+
2086425	1062.35	+
2088068	26.8631	+
2088259	2854.94	+
2089603	30.9277	+
2090336	51.2801	+
2093264	27.676	+
2094981	60.2369	+
2097472	350.048	+
2097479	163.625	+
2097494	48.0285	+
2100288	1074.57	+
2103829	446.105	+
2111576	47.2155	+
2113698	61.0499	+
2113705	103.381	+
2115364	2258.22	+
2115436	131.877	+
2119257	37.4458	+
2121746	755.449	+
2123410	233.624	+
2123880	55.3521	+
2123909	237.704	+
2128784	7201.22	+
2137404	88.7333	+
2153011	37.4458	+
2169160	398.07	+
2171738	36.6329	+
2177628	4708.58	+
2185416	600.773	+
2192474	17163.8	+
2192793	241.768	+
2192893	95.244	+
2196566	867.793	+
2198391	59.4167	+
2222359	35.8126	+
2223909	29.3019	+
2229090	30.1148	+
2237620	61.8628	+
2238324	1633.83	+
2239175	93.6182	+
2240755	7815.88	+
2245379	28.489	+
2245388	143.272	+
2247560	741.614	+
2247569	836.045	+
2281423	55.3521	+
2287945	33.3738	+
2304546	588.572	+
2304576	26.8631	+
2304655	355.739	+
2307276	102.568	+
2310118	42.3307	+
2310568	75.6971	+
2310825	170.136	+
2316208	624.384	+
2317213	34.1867	+
2322022	213.279	+
2324863	64.3089	+
2328969	81.4023	+
2334217	718.003	+
2335854	1631.39	+
2338502	774.175	+
2338615	1221.92	+
2338692	87.1001	+
2339064	412.716	+
2340878	78.1506	+
2343102	4661.35	+
2344513	256.43	+
2344519	180.718	+
2348552	61.0499	+
2350185	40.6974	+
2350196	33.3738	+
2354241	55.3521	+
2354892	66.7477	+
2357949	54.5392	+
2358535	1493.81	+
2361988	72.4454	+
2370050	47.2155	+
2383552	89.5388	+
2385974	135.949	+
2397735	284.919	+
2397742	64.3089	+
2404309	967.109	+
2408641	136.747	+
2425745	26.8631	+
2426721	189.668	+
2429056	341.091	+
2432638	26.0502	+
2434068	52.9133	+
2435739	25.2299	+
2438089	381.796	+
2445745	311.782	+
2445785	164.438	+
2447259	31.748	+
2447881	53.7189	+
2450419	795.341	+
2451248	69.1938	+
2454489	180.718	+
2458265	289.804	+
2463513	608.105	+
2465215	182.351	+
2470432	75.6971	+
2471231	62.6831	+
2472776	117.222	+
2473898	1453.1	+
2475498	1968.42	+
2479113	39.8845	+
2484992	297.948	+
2493450	377.717	+
2494970	56.9779	+
2494997	29.3019	+
2502371	4999.2	+
2504600	63.496	+
2520730	54.5392	+
2523514	111.524	+
2527092	42.3307	+
2534303	96.0569	+
2535025	732.65	+
2540322	46.3952	+
2543475	1028.17	+
2548297	40.6974	+
2551997	123.733	+
2555291	170.136	+
2559378	1935.83	+
2560107	27638.5	+
2567881	149.783	+
2571555	165.251	+
2573383	201.876	+
2577616	96.0569	+
2578743	65.1218	+
2578777	55.3521	+
2580803	36.6329	+
2581136	26.8631	+
2582039	94.4311	+
2583369	105.014	+
2591894	45.5823	+
2599561	161.992	+
2603782	60.2369	+
2604333	151.416	+
2607956	70.8196	+
2610131	74.8916	+
2611408	60.2369	+
2612537	315.854	+
2613113	1169	+
2620875	48.0285	+
2627992	28.489	+
2635164	136.762	+
2644448	311.782	+
2647851	70.8196	+
2647863	245.847	+
2656618	27.676	+
2670966	33.3738	+
2671117	3156.15	+
2671671	103.381	+
2672303	49564.7	+
2676573	67.5606	+
2680699	273.523	+
2681269	154.668	+
2681291	323.185	+
2684051	49.6543	+
2688132	88.7333	+
2691646	355.746	+
2692188	3931.94	+
2696307	88.7333	+
2696934	38.2587	+
2696954	169.323	+
2699284	103.381	+
2699421	6698.98	+
2702239	230.38	+
2713242	465.63	+
2716613	27095.6	+
2718322	35.8126	+
2722817	30.9277	+
2724537	145.719	+
2727681	58.6111	+
2727713	52.1004	+
2727764	105.819	+
2727792	161.992	+
2729879	30.9277	+
2731667	31.748	+
2732389	462.386	+
2734094	68.3809	+
2734114	32.5609	+
2739286	1907.36	+
2739298	257.236	+
2740538	57.7908	+
2741397	55.3521	+
2745116	33.3738	+
2753851	210.027	+
2755270	73.2657	+
2760739	90.3591	+
2767181	45.5823	+
2768558	475.407	+
2778348	96.0569	+
2782070	33.3738	+
2782082	122.107	+
2782097	26.0502	+
2788076	669.967	+
2800063	35.8126	+
2801282	48.0285	+
2803550	334.573	+
2805513	554.37	+
2807026	35.8126	+
2811557	2170.31	+
2811737	1199.92	+
2812857	457.501	+
2825320	99.3086	+
2839034	183.164	+
2846861	48.8414	+
2851489	26.8631	+
2859382	253.171	+
2870361	215.725	+
2871772	30.1148	+
2875084	218.164	+
2875106	147.344	+
2877358	520.184	+
2889177	2430.8	+
2889204	174.208	+
2889891	34.1867	+
2891064	317.472	+
2899829	35.8126	+
2901445	2185.77	+
2901494	14226.6	+
2901515	3104.03	+
2910264	100.942	+
2919414	1064.79	+
2921741	411.106	+
2922245	225.495	+
2922255	161.999	+
2923161	29.3019	+
2923175	65.9347	+
2923196	9909.67	+
2923679	26.8631	+
2928724	102.568	+
2931485	153.042	+
2933639	1180.4	+
2936654	83.8484	+
2937399	30.1148	+
2938240	129.431	+
2938706	141.639	+
2940246	245.027	+
2940490	2114.96	+
2940595	394.817	+
2941670	67.5606	+
2944559	26.0502	+
2946560	541.357	+
2959337	361.444	+
2959897	108.265	+
2967228	50.4672	+
2973215	175.833	+
2974830	122.92	+
2977449	204.33	+
2978135	47.2155	+
2978272	26.0502	+
2978302	145.719	+
2979638	27.676	+
2981076	111.524	+
2985192	34598.8	+
2987295	38.2587	+
2987303	73.2583	+
2994266	60.2369	+
2999446	50.4672	+
3018943	533.213	+
3023436	26.8631	+
3039989	36.6329	+
3041020	27.676	+
3042740	76.5174	+
3045964	66.7477	+
3069882	69.1938	+
3071572	2040.05	+
3082823	30.1148	+
3082831	130.251	+
3082845	37.4458	+
3084829	132.69	+
3086778	60.2369	+
3088290	62.6831	+
3092164	43.9565	+
3099386	56.165	+
3101479	2956.7	+
3103501	87.913	+
3103715	652.068	+
3103926	182.351	+
3113527	90.3591	+
3118694	55.3521	+
3118708	95.244	+
3118730	145.719	+
3118998	76.5174	+
3119009	202.696	+
3125314	123.733	+
3125981	129.431	+
3132046	438.782	+
3132835	436.335	+
3138328	43.9565	+
3150289	26.8631	+
3151972	83.8484	+
3153160	417.616	+
3156442	164.43	+
3159561	1160.86	+
3162456	134.316	+
3165236	1437.65	+
3177721	39.8845	+
3178762	41.5104	+
3179982	149.783	+
3179991	35.8126	+
3182858	30.9277	+
3184755	5408.67	+
3188051	88.7333	+
3188448	38.2587	+
3188454	102.568	+
3198994	549.486	+
3212691	1573.59	+
3212717	914.196	+
3221463	537.27	+
3222851	113.15	+
3229758	729.398	+
3238785	72.4454	+
3240348	141.647	+
3240415	75.7045	+
3240757	364.696	+
3241348	244.214	+
3249364	191.301	+
3253923	41.5104	+
3256497	129.431	+
3256513	134.308	+
3258516	105.014	+
3259320	34.1867	+
3266255	282.48	+
3268034	1166.56	+
3279418	70.0067	+
3279753	44.7694	+
3282792	203.517	+
3284112	178.279	+
3285995	1405.09	+
3288242	48.0285	+
3294320	30.1148	+
3298806	54.5392	+
3311266	52.1004	+
3316680	736.722	+
3320579	27.676	+
3321978	82.2152	+
3321986	526.695	+
3327890	771.737	+
3333091	157.919	+
3336955	75.7045	+
3340268	12947.8	+
3342333	205.135	+
3345788	468.897	+
3355484	56.9779	+
3355515	69.1938	+
3355551	199.438	+
3363862	68.3809	+
3364842	275.963	+
3366372	196.186	+
3366384	410.278	+
3369805	58.6111	+
3371517	197.819	+
3375420	36.6329	+
3378652	47.2155	+
3382985	53.7262	+
3397198	201.071	+
3397219	30.1148	+
3401835	113.15	+
3402206	37.4458	+
3404063	89.5462	+
3413599	52.9133	+
3413676	175.02	+
3415237	140.826	+
3415245	89.5389	+
3420342	35.8126	+
3427166	28.489	+
3428389	7589.57	+
3431848	105.827	+
3434486	60.2369	+
3437306	311.782	+
3438217	25.2299	+
3438263	45.5823	+
3438335	30.1148	+
3441211	152.229	+
3441329	26.0502	+
3451002	4554.73	+
3456818	413.544	+
3457748	976.872	+
3460055	74.0787	+
3460092	69.1938	+
3462949	1253.67	+
3465376	34.9997	+
3466625	6935.88	+
3469983	53.7262	+
3472678	83.0281	+
3479186	95.2366	+
3481112	27.676	+
3484361	1837.36	+
3484384	712.298	+
3485079	26.0502	+
3488638	26.8631	+
3488744	1650.11	+
3491075	39.8845	+
3495694	34.1867	+
3504141	291.43	+
3504156	192.107	+
3505808	214.092	+
3505837	85.4742	+
3508655	65.1218	+
3510375	96.8698	+
3522755	28.489	+
3526456	291.437	+
3527996	92.7979	+
3528025	66.7477	+
3530305	113.963	+
3530329	263.754	+
3530345	106.64	+
3532960	73.2657	+
3536061	39.8845	+
3541950	26.8631	+
3544502	123.733	+
3547674	54.5392	+
3548375	422.501	+
3550759	57.7982	+
3550766	27.676	+
3557132	1763.27	+
3566398	62.6831	+
3566429	122.107	+
3570100	102683	+
3572263	4461.1	+
3572525	3795.2	+
3572550	1022.47	+
3572562	1457.97	+
3572626	895.469	+
3573942	41012.9	+
3582660	27.676	+
3590205	599.968	+
3592486	39.0716	+
3592738	52.9133	+
3593176	127.805	+
3594055	26.8631	+
3594318	113.15	+
3597823	65.1218	+
3598648	32.5609	+
3605938	832.786	+
3616175	161.179	+
3616443	33.3738	+
3617256	26.0502	+
3618080	850.693	+
3618147	63.496	+
3637666	69.1938	+
3639847	37.4458	+
3641722	110.712	+
3648686	199.445	+
3656039	37.4458	+
3664090	25.2299	+
3664998	29.3019	+
3669191	70.0067	+
3674221	88.7259	+
3674232	135.941	+
3674654	112.337	+
3674660	35.8126	+
3674666	214.092	+
3674677	33.3738	+
3676005	724.514	+
3676797	735.104	+
3685728	54.5392	+
3695759	78.1433	+
3699400	98.4957	+
3699499	232.818	+
3700034	1650.12	+
3702049	216.531	+
3704094	182.337	+
3704185	205.143	+
3706614	44.7694	+
3706636	26.8631	+
3710008	61.8628	+
3710441	2736.09	+
3711859	48.0285	+
3720215	94.4311	+
3722307	34.9997	+
3727882	32.5609	+
3730387	65.9347	+
3736878	205.143	+
3737998	56.9779	+
3740751	300.379	+
3744861	1781.98	+
3744910	2912.74	+
3744944	583.672	+
3750260	53.7262	+
3752731	29.3019	+
3754120	27.676	+
3754959	52.1004	+
3760786	129.431	+
3761694	201.071	+
3763957	52.1004	+
3773464	31.748	+
3774716	647.996	+
3777488	322.365	+
3780290	37.4458	+
3786194	116.409	+
3786639	30.9277	+
3786655	2300.56	+
3787205	25.2299	+
3804243	59.424	+
3806432	31.748	+
3815351	336.207	+
3815379	819.765	+
3821440	91.9849	+
3829041	31.748	+
3829074	34.1867	+
3830863	556.004	+
3833108	205.956	+
3834296	747.312	+
3837865	59.424	+
3839215	35.8126	+
3841630	34.1867	+
3842189	113.15	+
3842198	3972.66	+
3842288	83.0281	+
3842387	26.8631	+
3845303	105.827	+
3854862	25.2299	+
3861069	95.244	+
3865623	156.294	+
3873722	981.765	+
3874359	1262.61	+
3874615	379.35	+
3882985	2943.67	+
3885172	363.883	+
3885181	291.422	+
3896952	48.8414	+
3899376	315.041	+
3904139	111.524	+
3904157	209.207	+
3906611	85.4742	+
3907386	180.718	+
3915780	70.0067	+
3918127	165.251	+
3919777	107.452	+
3921682	208.394	+
3928131	161.179	+
3930444	682.183	+
3930464	65.9347	+
3930474	120.474	+
3931538	521.004	+
3938947	238.516	+
3943543	130.251	+
3947177	30.9277	+
3949863	41.5104	+
3952613	145.719	+
3968733	157.107	+
3971028	152.222	+
3976534	3086.12	+
3981330	65.1218	+
3982579	26.0502	+
3983831	860.463	+
3987178	65.1218	+
3987216	525.069	+
3987369	170.948	+
3989104	86.2872	+
3992346	1072.12	+
3992451	1140.5	+
3994572	70.8196	+
3994607	259.682	+
4003129	77.3303	+
4005849	34.1867	+
4005960	95.2366	+
4015812	57.7982	+
4021668	244.207	+
4024080	252.358	+
4025441	4957.68	+
4036636	2801.22	+
4040499	29.3019	+
4042735	27.676	-
4036613	140.834	-
4036592	138.38	-
4034837	411.106	-
4032449	70.8196	-
4031926	39.8845	-
4025293	1488.93	-
4025268	345.163	-
4024219	45.5823	-
4022952	849.074	-
4021675	67.5605	-
4009733	1077.01	-
4008829	30.1148	-
4007786	39.0716	-
4005950	98.4957	-
4003137	751.384	-
4003119	111.517	-
4002472	584.5	-
4002139	26.0502	-
3998836	1182.84	-
3992352	12779.3	-
3991462	28.489	-
3983051	67.5606	-
